run_id,backend,tap,user_id_that,nhan,anh_bam,top1_user,top1_score,diem_dung_nguoi,so_chieu,latency_trich_ms,latency_so_khop_ms,latency_identify_ms,cpu_temp_c
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Abdoulaye_Wade,impostor,d2daffe9cd67,Donald_Rumsfeld,0.835374116897583,,128,668.7553999945521,0.18440000712871552,668.9398000016809,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Adel_Al-Jubeir,impostor,91bcdd897fcd,Vicente_Fox,0.8726385235786438,,128,649.4997000118019,0.1336999994236976,649.6334000112256,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Al_Gore,impostor,e5318d93b5ff,Donald_Rumsfeld,0.8994654417037964,,128,662.1149000129662,0.10729998757597059,662.2222000005422,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Al_Sharpton,impostor,e281b54ec178,Jennifer_Capriati,0.8169216513633728,,128,454.9212999991141,0.07100000220816582,454.9923000013223,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Alejandro_Toledo,impostor,49d4f5b199c2,George_W_Bush,0.8919647932052612,,128,484.78940001223236,0.13789998774882406,484.9272999999812,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Amelie_Mauresmo,impostor,3c242a68ecec,Jennifer_Capriati,0.916721761226654,,128,460.6035000033444,0.06160000339150429,460.6651000067359,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Ana_Guevara,impostor,adc0f9d4bdcf,Jennifer_Capriati,0.8780988454818726,,128,481.57600000558887,0.06779999239370227,481.64379999798257,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Andrew_Weissmann,impostor,ff6e17f6a013,Jiri_Novak,0.8868959546089172,,128,472.4344000132987,0.06809999467805028,472.5025000079768,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Angela_Bassett,impostor,480e5160fb38,Jennifer_Capriati,0.8568757772445679,,128,485.14040000736713,0.06559999019373208,485.20599999756087,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Anna_Kournikova,impostor,df981d4e8631,Jennifer_Capriati,0.8923283219337463,,128,466.1387999949511,0.10550000297371298,466.2442999979248,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Antonio_Banderas,impostor,ce5e2fdc4b3d,Vicente_Fox,0.8733494281768799,,128,482.0172000036109,0.13970000145491213,482.15690000506584,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Antonio_Palocci,impostor,2c8bdcd0eb37,Jacques_Chirac,0.8898906111717224,,128,825.2072000032058,0.1598999951966107,825.3670999984024,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Antonio_Palocci,impostor,09ceb594a6ee,Donald_Rumsfeld,0.8768563270568848,,128,781.5374999918276,0.13220000255387276,781.6696999943815,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Ashanti,impostor,f95dd31e8850,Jennifer_Capriati,0.8822782039642334,,128,679.2859999986831,0.12700000661425292,679.4130000052974,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Aung_San_Suu_Kyi,impostor,f06b747e8c5a,Jennifer_Capriati,0.8981105089187622,,128,594.5712000102503,0.06269999721553177,594.6339000074659,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Bashar_Assad,impostor,137a41357e7c,Jiri_Novak,0.8831703662872314,,128,469.771000003675,0.07999999797903001,469.85100000165403,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Bill_Parcells,impostor,842837561b7d,Jiri_Novak,0.931800365447998,,128,451.2429000023985,0.10959999053739011,451.3524999929359,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Binyamin_Ben-Eliezer,impostor,5743d8ec1e95,Vicente_Fox,0.8877180218696594,,128,452.25059999211226,0.07059999916236848,452.3211999912746,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Bob_Beauprez,impostor,638df93e8acc,Jiri_Novak,0.8995416760444641,,128,472.68950000579935,0.060999998822808266,472.75050000462215,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Bridget_Fonda,impostor,3cb3cf647a20,Jennifer_Capriati,0.8973450660705566,,128,428.8574999955017,0.06370000483002514,428.92120000033174,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Britney_Spears,impostor,92b0ffc06939,Jennifer_Capriati,0.9014697670936584,,128,459.92480000131764,0.06469999789260328,459.98949999921024,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Byron_Scott,impostor,229c10b68edb,Jennifer_Capriati,0.844243586063385,,128,543.5695000051055,0.06819999543949962,543.637700000545,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Candie_Kung,impostor,5a6d588d9a2c,Jennifer_Capriati,0.8703716993331909,,128,718.455800000811,0.08910000906325877,718.5449000098743,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Carlos_Menem,impostor,544192ff5571,Vicente_Fox,0.8831030130386353,,128,613.8198999979068,0.060999998822808266,613.8808999967296,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Carlos_Menem,impostor,cf3a67356c24,Vicente_Fox,0.9038227796554565,,128,539.6792999963509,0.062399994931183755,539.7416999912821,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Carlos_Moya,impostor,58bf8155cfab,George_W_Bush,0.9005106687545776,,128,608.8127999973949,0.1345999917248264,608.9473999891197,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Carlos_Moya,impostor,77ed6f1c3e54,George_W_Bush,0.8776836395263672,,128,573.8253000017721,0.12040000001434237,573.9457000017865,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Carlos_Ortega,impostor,6ccf9ddf2d61,Donald_Rumsfeld,0.8644587397575378,,128,757.1922000061022,0.06609999400097877,757.2583000001032,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Charles_Moose,impostor,16d017088204,Donald_Rumsfeld,0.8320564031600952,,128,438.7311000027694,0.06159998883958906,438.79269999160897,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Charles_Moose,impostor,dbdec8e8d777,Colin_Powell,0.844357967376709,,128,447.47869999264367,0.06070001109037548,447.53940000373404,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Charlotte_Rampling,impostor,886c51d5d5be,Jennifer_Capriati,0.9076210260391235,,128,435.51799999841023,0.07100000220816582,435.5890000006184,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Ciro_Gomes,impostor,3fc842688d15,Jennifer_Capriati,0.8976560831069946,,128,503.0428000027314,0.06189999112393707,503.1046999938553,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Claudia_Pechstein,impostor,e027a511d2f7,Jennifer_Capriati,0.8865211009979248,,128,601.555000001099,0.06149998807813972,601.6164999891771,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,1bf2dffe260f,Colin_Powell,0.9712588787078857,0.9712588787078857,128,619.2689000017708,0.1109000004362315,619.379800002207,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,6c1379928cf5,Colin_Powell,0.9766173362731934,0.9766173362731934,128,467.6731999934418,0.07069999992381781,467.74389999336563,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,b764c49e3628,Colin_Powell,0.9667221307754517,0.9667221307754517,128,444.0778999996837,0.06439999560825527,444.142299995292,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,4e5c5f78e150,Colin_Powell,0.9772273898124695,0.9772273898124695,128,608.2155000040075,0.09529999806545675,608.3108000020729,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,14b6945b3281,Colin_Powell,0.9582837820053101,0.9582837820053101,128,1070.1817000081064,0.1841999910539016,1070.3658999991603,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,db0366d50ed8,Colin_Powell,0.963619589805603,0.963619589805603,128,868.1429000134813,0.3071999963140115,868.4501000097953,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Colin_Powell,genuine,bf2f4cabd1e1,Donald_Rumsfeld,0.903372049331665,0.8888431787490845,128,611.7779999913182,0.08120000711642206,611.8591999984346,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Dalai_Lama,impostor,185d504e69d8,Donald_Rumsfeld,0.873324990272522,,128,746.2269999959972,0.15360000543296337,746.3806000014301,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,David_Beckham,impostor,6957dd9b1984,Jennifer_Capriati,0.9084521532058716,,128,779.3881999969017,0.11700000322889537,779.5052000001306,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,David_Heyman,impostor,0091974e563f,Jacques_Chirac,0.8968536257743835,,128,1408.7631000002148,0.3480000013951212,1409.1111000016099,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,David_Heymann,impostor,9f0073a72bc0,Donald_Rumsfeld,0.9121698141098022,,128,1373.84149999707,0.27099999715574086,1374.1124999942258,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,David_Hyde_Pierce,impostor,b939e226be29,Donald_Rumsfeld,0.882047176361084,,128,1410.0635000067996,0.14659999578725547,1410.2101000025868,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Dean_Barkley,impostor,65b3e64f4093,Donald_Rumsfeld,0.9028748273849487,,128,1412.6013000059174,0.1908999984152615,1412.7922000043327,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Dominique_de_Villepin,impostor,18a4404f1f09,Donald_Rumsfeld,0.8717643618583679,,128,1387.3020999890286,0.2040999970631674,1387.5061999860918,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Donald_Rumsfeld,genuine,821d057cf38a,Donald_Rumsfeld,0.9726065397262573,0.9726065397262573,128,1496.8684999912512,0.18190000264439732,1497.0503999938956,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Edmund_Stoiber,impostor,63f6937788c1,Donald_Rumsfeld,0.9013699293136597,,128,1393.5575000068638,0.3330000035930425,1393.890500010457,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Elsa_Zylberstein,impostor,d2a189ba2843,Jennifer_Capriati,0.8957390189170837,,128,1436.8596999993315,0.18889999773819,1437.0485999970697,
bench_recognize_dlib_20260908_0707,dlib,kiem-chuc-nang,Emma_Thompson,impostor,b3107f9bf650,Jennifer_Capriati,0.8903571963310242,,128,1385.7241999940015,0.3352000057930127,1386.0593999997946,
